Number,Name of ship,Master,Tonnage,Type of ship,Built,Yard,Chamber,Date of departure,Place of departure,Arrival at Cape,Departure from Cape,Date of arrival at destination,Place of arrival,Chamber for which cargo is destined,Particulars,people
4094.2,'T LOO,"Popta, Wopke",1150,"",1768,Amsterdam,Amsterdam,18-11-1770,Texel,24-02-1771,13-03-1771,09-06-1771,Batavia,"",During the voyage 3 members of the crew deserted. After having arrived at Batavia the 'T LOO sailed on to China. See the HUIS OM (4084).,"{""Seafarers""=>{""I""=>240, ""II""=>54, ""III""=>34, ""IV""=>2, ""V""=>60, ""VI""=>199}, ""Soldiers""=>{""I""=>113, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>67}, ""Craftsmen""=>{""I""=>16, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>9}, ""Passengers""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>0}}"
4095.1,OUWERKERK,"Frein, Jakob de",1150,"",1768,Zeeland,Zeeland,19-11-1770,Rammekens,19-04-1771,16-06-1771,21-09-1771,Batavia,"",During the voyage 7 members of the crew deserted. See the BARBARA THEODORA (4083).,"{""Seafarers""=>{""I""=>264, ""II""=>168, ""III""=>73, ""IV""=>62, ""V""=>170, ""VI""=>138}, ""Soldiers""=>{""I""=>83, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>32}, ""Craftsmen""=>{""I""=>13, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>2}, ""Passengers""=>{""I""=>1, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>1}}"
4096.4,ASCHAT,"Abel, Jan",1150,"",1760,Amsterdam,Amsterdam,11-01-1771,Texel,26-04-1771,24-05-1771,10-09-1771,Batavia,"",See the HUIS OM (4084).,"{""Seafarers""=>{""I""=>206, ""II""=>93, ""III""=>30, ""IV""=>11, ""V""=>112, ""VI""=>152}, ""Soldiers""=>{""I""=>127, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>58}, ""Craftsmen""=>{""I""=>18, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>10}, ""Passengers""=>{""I""=>4, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>4}}"
4097.4,HUIS TE BIJWEG,"Sterrenberg, Asmus Hendrik",1100,"",1760,Amsterdam,Amsterdam,11-01-1771,Texel,01-05-1771,01-06-1771,07-08-1771,Batavia,"",During the voyage 4 members of the crew deserted.,"{""Seafarers""=>{""I""=>196, ""II""=>98, ""III""=>36, ""IV""=>0, ""V""=>98, ""VI""=>135}, ""Soldiers""=>{""I""=>143, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>74}, ""Craftsmen""=>{""I""=>16, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>9}, ""Passengers""=>{""I""=>2, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>1}}"
4098.6,VELSEN,"Schreuder, Christiaan",1100,"",1756,Amsterdam,Amsterdam,11-01-1771,Texel,15-04-1771,01-05-1771,26-06-1771,Ceylon,"","When the VELSEN departed from the Cape, 01-05-1771, 152 seafarers and 102 soldiers were aboard. The ship was laid up in the Indies, 01-01-1780.","{""Total""=>{""I""=>366, ""II""=>121, ""III""=>28, ""IV""=>"""", ""V""=>131, ""VI""=>""""}}"
4099.4,'S LANDS WELVAREN,"Clement, Pieter",880,"",1762,Amsterdam,Amsterdam,11-01-1771,Texel,12-04-1771,01-05-1771,08-08-1771,Bengal,"","","{""Total""=>{""I""=>280, ""II""=>71, ""III""=>47, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4100.1,VREDEJAAR,"Arkebout, Arie",850,"",1769,Enkhuizen,Enkhuizen,12-01-1771,Texel,"","","","","",The VREDEJAAR got missing between patria and the Cape; the ship was destined for China.,"{""Total""=>{""I""=>221, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4101.3,BORSSELE,"Siereveld, Jan",1150,"",1758,Zeeland,Zeeland,13-01-1771,Rammekens,24-04-1771,24-05-1771,14-07-1771,Ceylon,"","When the BORSSELE departed from the Cape, 146 seafarers and 36 soldiers were aboard.","{""Total""=>{""I""=>321, ""II""=>76, ""III""=>58, ""IV""=>"""", ""V""=>78, ""VI""=>""""}}"
4102.3,VREEBURG,"Kaatman, Jan",850,"",1764,Delft,Delft,02-04-1771,Goeree,01-07-1771,04-08-1771,26-10-1771,Batavia,"","","{""Seafarers""=>{""I""=>140, ""II""=>10, ""III""=>20, ""IV""=>22, ""V""=>13, ""VI""=>129}, ""Soldiers""=>{""I""=>98, ""II""=>6, ""III""=>15, ""IV""=>22, ""V""=>7, ""VI""=>98}, ""Craftsmen""=>{""I""=>20, ""II""=>2, ""III""=>4, ""IV""=>1, ""V""=>2, ""VI""=>15}}"
4103.2,TEMPEL,"Koelbier, Willem",850,"",1767,Rotterdam,Rotterdam,14-05-1771,Goeree,03-10-1771,16-11-1771,14-02-1772,Batavia,"","","{""Seafarers""=>{""I""=>125, ""II""=>48, ""III""=>21, ""IV""=>74, ""V""=>48, ""VI""=>130}, ""Soldiers""=>{""I""=>113, ""II""=>52, ""III""=>21, ""IV""=>10, ""V""=>52, ""VI""=>50}, ""Craftsmen""=>{""I""=>19, ""II""=>9, ""III""=>2, ""IV""=>3, ""V""=>9, ""VI""=>11}}"
4104.1,BEEKVLIET,"Brunei, Thomas",850,"",1770,Amsterdam,Amsterdam,08-06-1771,Texel,31-08-1773,10-09-1773,28-11-1773,Batavia,"","From 18-01-1772 till 03-05-1773 the BEEKVLIET was at St. Paulo de Luanda: 6 seafarers died, many members of the crew deserted. At the departure from St. Paulo the ship was accompanied by the ZON (4158) for some time. When the BEEKVLIET arrived at the Cape, its crew consisted of only 161 men. The following data refer to the crew of the BEEKVLIET as well as to the crews of the HOOLWERF (4167), the VROUWE GEERTRUIDA (4169), and the VROUWE ELISABETH (4171): 607 seafarers, 282 soldiers, 40 craftsmen, and one passenger arrived at Batavia. Data concerning both the above-mentioned four ships and the IJSSELMONDE (4172): 1102 seafarers, 530 soldiers, 89 craftsmen, and one passenger departed from the Republic or embarked at the Cape; at S. Tiago 4 seafarers and 3 soldiers died, one soldier deserted; 198 seafarers, 119 soldiers, and 23 craftsmen died during the voyage.","{""Total""=>{""I""=>238, ""II""=>3, ""III""=>19, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4105.2,BLEIJENBURG,"Bos, Kornelis",880,"",1765,Rotterdam,Amsterdam,08-06-1771,Texel,24-09-1771,30-10-1771,04-02-1772,Batavia,"","","{""Seafarers""=>{""I""=>167, ""II""=>45, ""III""=>52, ""IV""=>47, ""V""=>45, ""VI""=>117}, ""Soldiers""=>{""I""=>64, ""II""=>18, ""III""=>31, ""IV""=>34, ""V""=>18, ""VI""=>49}, ""Craftsmen""=>{""I""=>8, ""II""=>0, ""III""=>5, ""IV""=>6, ""V""=>0, ""VI""=>9}, ""Passengers""=>{""I""=>5, ""II""=>2, ""III""=>1, ""IV""=>0, ""V""=>2, ""VI""=>2}}"
4106.2,VREDELUST,"Silvester, Willem",1150,"",1765,Amsterdam,Amsterdam,08-06-1771,Texel,13-10-1771,05-02-1772,16-05-1772,Batavia,"","The VREDELUST was laid up in the Indies, 01-01-1780.","{""Total""=>{""I""=>304, ""II""=>120, ""III""=>81, ""IV""=>"""", ""V""=>129, ""VI""=>""""}}"
4107.4,ZUID-BEVELAND,"Halfman, Lambert Arnout",1100,"",1755,Zeeland,Zeeland,09-06-1771,Rammekens,22-12-1771,14-03-1772,19-06-1772,Batavia,"","","{""Total""=>{""I""=>369, ""II""=>217, ""III""=>80, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4108.3,VROUWE MARGARETHA MARIA,"Vries, Jakob de",880,"",1765,Enkhuizen,Enkhuizen,25-06-1771,Texel,14-11-1771,30-01-1772,17-05-1772,Batavia,"","","{""Seafarers""=>{""I""=>252, ""II""=>116, ""III""=>46, ""IV""=>"""", ""V""=>119, ""VI""=>85}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>54}, ""Passengers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>1}}"
4109.6,SCHAGEN,"Koopstad, Leendert van",880,"",1753,Hoorn,Hoorn,25-06-1771,Texel,16-11-1771,30-01-1772,16-05-1772,Batavia,"","The SCHAGEN was laid up in the Indies, 31-12-1775.","{""Total""=>{""I""=>291, ""II""=>184, ""III""=>60, ""IV""=>"""", ""V""=>193, ""VI""=>""""}}"
4110.2,POPKENSBURG,"Droge, Pieter ten",880,"",1763,Zeeland,Zeeland,27-06-1771,Rammekens,11-11-1771,15-01-1772,07-05-1772,Batavia,"","","{""Total""=>{""I""=>268, ""II""=>90, ""III""=>70, ""IV""=>"""", ""V""=>91, ""VI""=>""""}}"
4111.1,BOTLAND,"Voorst, Johan van",1150,"",1769,Zeeland,Zeeland,24-08-1771,Rammekens,12-12-1771,15-01-1772,14-04-1772,Batavia,"","","{""Total""=>{""I""=>337, ""II""=>99, ""III""=>108, ""IV""=>"""", ""V""=>103, ""VI""=>167}}"
4112.7,VREDESTEIN,"Keizer, Adriaan de",880,"",1750,Rotterdam,Zeeland,02-09-1771,Rammekens,07-01-1772,25-02-1772,16-05-1772,Batavia,"","The VREDESTEIN was sold in the Indies, 01-01-1780.","{""Total""=>{""I""=>282, ""II""=>101, ""III""=>72, ""IV""=>"""", ""V""=>113, ""VI""=>""""}}"
4113.2,PRINSES VAN ORANJE,"Eggers, Karsten",1150,"",1768,Amsterdam,Amsterdam,25-09-1771,Texel,08-01-1772,14-03-1772,16-05-1772,Batavia,"","","{""Total""=>{""I""=>363, ""II""=>59, ""III""=>14, ""IV""=>"""", ""V""=>62, ""VI""=>""""}}"
4114.4,WESTFRIESLAND,"Springer, Gerrit",880,"",1761,Hoorn,Amsterdam,25-09-1771,Texel,08-01-1772,30-01-1772,16-05-1772,Batavia,"","","{""Total""=>{""I""=>193, ""II""=>7, ""III""=>6, ""IV""=>"""", ""V""=>11, ""VI""=>""""}}"
4115.2,BOT,"Staring, Damiaan Hugo",1150,"",1768,Zeeland,Amsterdam,26-09-1771,Texel,08-01-1772,19-02-1772,10-05-1772,Batavia,"","The BOT called at S. Tiago, 30-10 till 06-11-1771: 3 seafarers and 8 soldiers deserted or died.","{""Seafarers""=>{""I""=>195, ""II""=>28, ""III""=>51, ""IV""=>3, ""V""=>28, ""VI""=>119}, ""Soldiers""=>{""I""=>153, ""II""=>47, ""III""=>25, ""IV""=>1, ""V""=>52, ""VI""=>77}, ""Craftsmen""=>{""I""=>17, ""II""=>4, ""III""=>2, ""IV""=>1, ""V""=>4, ""VI""=>12}}"
4116.4,VROUWE KORNELIA HILLEGONDA,"Zonavond, J.",850,"",1760,Delft,Enkhuizen,07-12-1771,Texel,27-09-1772,27-10-1772,28-01-1773,Batavia,"","Specified data concerning the crew of the VROUWE KORNELIA HILLEGONDA: 169 seafarers, 108 soldiers, and 8 craftsmen departed from Texel or embarked at the Cape. From 08-01 till 19-05-1772 the ship was at Duins and Portsmouth: 51 seafarers, 22 soldiers, and one craftsman went ashore, 13 seafarers and 2 soldiers deserted, 6 seafarers were pressed by the English. The following data refer to the crew of the VROUWE KORNELIA HILLEGONDA as well as to the crews of the JONGE LIEVE (4136), the RIDDERKERK(4137), the VLISSINGEN (4141), and the RENSWOUDE (4142): at S. Tiago 5 seafarers and one soldier died, 2 seafarers and one soldier deserted; 122 seafarers, 83 soldiers, and 9 craftsmen went ashore at the Cape; during the voyage 200 seafarers, 105 soldiers and 14 craftsmen died.","{""Seafarers""=>{""I""=>266, ""II""=>142, ""III""=>"""", ""IV""=>19, ""V""=>145, ""VI""=>133}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>55}, ""Craftsmen""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>5}}"
4117.3,BOVENKERKER POLDER,"Moorland, Jan",850,"",1765,Amsterdam,Amsterdam,30-12-1771,Texel,24-04-1772,12-05-1772,15-08-1772,Bengal,"","","{""Total""=>{""I""=>223, ""II""=>19, ""III""=>20, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4118.3,GEINWENS,"Kerke, Michiel Hendrik",1100,"",1765,Amsterdam,Amsterdam,30-12-1771,Texel,21-05-1772,01-07-1772,12-09-1772,Ceylon,"",According to a letter sent from the Cape the GEINWENS departed from Texel with 350 persons aboard. At the departure from the Cape the crew consisted of 211 men. In 1776 GEINWENS was wrecked off Punto Gale.,"{""Total""=>{""I""=>319, ""II""=>106, ""III""=>19, ""IV""=>"""", ""V""=>114, ""VI""=>203}}"
4119.1,LEIDERDORP,"Kikkert, Albert",600,"",1770,Amsterdam,Amsterdam,30-12-1771,Texel,12-05-1772,09-06-1772,17-08-1772,Batavia,"","On 18-11-1771 the LEIDERDORP set out for the first time; it had to return to Texel the next day. A second attempt to depart, 07-12-1771, also failed; back at Texel: 22-12. The third and final date of departure was 30-12-1771. In 1776 the LEIDERDORP was sold in the Indies.","{""Total""=>{""I""=>173, ""II""=>17, ""III""=>11, ""IV""=>"""", ""V""=>30, ""VI""=>""""}}"
4120.4,NIEUW RHOON,"Prooien, Pieter van",1150,"",1764,Zeeland,Amsterdam,30-12-1771,Texel,10-05-1772,09-06-1772,15-08-1772,Batavia,"","","{""Total""=>{""I""=>363, ""II""=>131, ""III""=>20, ""IV""=>"""", ""V""=>134, ""VI""=>""""}}"
4121.6,SCHOONZICHT,"Rondekrans, Jan",880,"",1758,Rotterdam,Amsterdam,30-12-1771,Texel,16-04-1772,25-06-1772,29-08-1772,Batavia,"","The SCHOONZICHT was laid up in the Indies, 01-01-1780.","{""Total""=>{""I""=>343, ""II""=>105, ""III""=>35, ""IV""=>"""", ""V""=>115, ""VI""=>""""}}"
4122.3,WOESTDUIN,"Angelvorst, Pieter",1150,"",1767,Amsterdam,Amsterdam,30-12-1771,Texel,22-04-1772,12-05-1772,30-07-1772,Ceylon,"","","{""Total""=>{""I""=>323, ""II""=>80, ""III""=>40, ""IV""=>"""", ""V""=>88, ""VI""=>174}}"
4123.2,ZON,"Hansen, Andries",450,hoeker,1768,Amsterdam,Amsterdam,30-12-1771,Texel,10-05-1772,"",(10-05-1772),The Cape,"",The ZON was bound for the Cape.,"{""Total""=>{""I""=>185, ""II""=>55, ""III""=>10, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4124.1,GROENENDAAL,"Pietersen, Kornelis",1150,"",1770,Amsterdam,Amsterdam,31-12-1771,Texel,16-04-1772,01-05-1772,12-07-1772,Batavia,"",The GROENENDAAL made two earlier attempts to put out: 18-11-1771 (return to Texel the next day) and 07-12-1771 (back at Texel: 12-12); 31-12-1771 was the final date of departure. According to data recorded at the Cape the ship left from Texel with 249 persons aboard.,"{""Total""=>{""I""=>337, ""II""=>40, ""III""=>12, ""IV""=>"""", ""V""=>40, ""VI""=>""""}}"
4125.1,HONKOOP,"Flout, Pieter Sijbrandsz.",1150,"",1770,Amsterdam,Amsterdam,31-12-1771,Texel,09-04-1772,22-04-1772,26-06-1772,Batavia,"",The HONKOOP made two earlier attempts to put out: 18-11-1771 (back at Texel the next day) and 07-12-1771 (return 19-12); 31-12-1771 was the final date of departure. According to data recorded at the Cape the ship departed from Texel with a crew consisting of 282 persons.,"{""Total""=>{""I""=>313, ""II""=>29, ""III""=>41, ""IV""=>"""", ""V""=>32, ""VI""=>""""}}"
4126.5,KRONENBURG,"Verburg, Jurriaan",1100,"",1757,Amsterdam,Amsterdam,31-12-1771,Texel,16-04-1772,01-05-1772,25-08-1772,Batavia,"","The KRONENBURG made two earlier attempt to set out: 18-11-1771 (return at Texel the next day) and 07-12-1771 (back at Texel: 19-12); 31-12-1771 was the final date of departure. According to data recorded at the Cape the ship left from Texel with 304 persons aboard. The KRONENBURG was laid up in the Indies, 31-12-1780.","{""Total""=>{""I""=>328, ""II""=>48, ""III""=>25, ""IV""=>"""", ""V""=>60, ""VI""=>""""}}"
4127.2,HUIS TER MEIJEN,"Bot, Simon",1150,"",1767,Amsterdam,Amsterdam,31-12-1771,Texel,01-05-1772,03-07-1772,05-09-1772,Batavia,"",The HUIS TER MEIJEN made two earlier attempts to put out: 18-11-1771 (back at Texel the next day) and 07-12-1771 (return: 19-12); 31-12-1771 was the final date of departure. According to data recorded at the Cape the HUIS TER MEIJEN departed from Texel with a crew consisting of 248 persons.,"{""Total""=>{""I""=>315, ""II""=>25, ""III""=>49, ""IV""=>"""", ""V""=>31, ""VI""=>""""}}"
4128.2,PAUW,"Weide, Abraham van der",850,"",1767,Delft,Delft,31-12-1771,Goeree,24-04-1772,11-05-1772,12-07-1772,Batavia,"",On 05-12-1771 the PAUW attempted to set out for the first time; fifteen days later it had to return te Texel.,"{""Total""=>{""I""=>276, ""II""=>90, ""III""=>40, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4129.2,VROUWE MARIA JAKOBA,"Mooy, Marten Pietersz.",880,"",1765,Hoorn,Hoorn,17-01-1772,Texel,11-05-1772,09-06-1772,18-08-1772,Batavia,"",The VROUWE MARIA JAKOBA made two earlier attempts to put out: 18-11-1771 (back at Texel the next day) and 07-12-1771 (return: 25-12); 17-01-1772 was the final date of departure. According to KA 3230 the ship left from Texel with a crew consisting of 208 men.,"{""Total""=>{""I""=>283, ""II""=>19, ""III""=>19, ""IV""=>"""", ""V""=>22, ""VI""=>""""}}"
4130.3,RITTHEM,"Lindeman, J. F.",880,"",1764,Zeeland,Zeeland,21-01-1772,Rammekens,13-05-1772,22-06-1772,29-08-1772,Batavia,"","","{""Total""=>{""I""=>224, ""II""=>42, ""III""=>0, ""IV""=>"""", ""V""=>50, ""VI""=>""""}}"
4131.4,JONGE SAMUEL,"Popta, Gerrit Evertsz.",880,"",1761,Zeeland,Zeeland,21-01-1772,Rammekens,11-05-1772,20-06-1772,25-08-1772,Batavia,"",On 05-12-1771 the JONGE SAMUEL tried to set out for the first time; sixteen days later it had to return to Rammekens. One source mentions G. L. Popken as master of the JONGE SAMUEL.,"{""Total""=>{""I""=>189, ""II""=>42, ""III""=>6, ""IV""=>"""", ""V""=>46, ""VI""=>""""}}"
4132.3,WILLEM DE VIJFDE,"Klingweel, Kornelis",1150,"",1765,Zeeland,Zeeland,21-01-1772,Rammekens,13-05-1772,24-05-1772,31-07-1772,Batavia,"",On 05-12-1771 the WILLEM DE VIJFDE attempted to put out for the first time; sixteen days later the ship had to return to Rammekens. According to KA 3230 it finally departed from Rammekens with a crew consisting of 309 men.,"{""Total""=>{""I""=>325, ""II""=>72, ""III""=>40, ""IV""=>"""", ""V""=>76, ""VI""=>""""}}"
4133.1,HUIS TE KROOSWIJK,"Wielard, Frederik",850,"",1770,Rotterdam,Rotterdam,17-02-1772,Goeree,03-06-1772,26-06-1772,26-08-1772,Batavia,"","On 05-12-1771 the HUIS TE KROOSWIJK attempted to put out for the first time; two weeks later it had to return to Goeree. The ship called at Spithead, 24-02-1772.","{""Seafarers""=>{""I""=>239, ""II""=>20, ""III""=>30, ""IV""=>"""", ""V""=>25, ""VI""=>66}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>48}, ""Craftsmen""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>32}, ""Passengers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>4}}"
4134.1,MERCUUR,"Spin, Christiaan Andries",850,"",1770,Delft,Delft,01-04-1772,Goeree,08-07-1772,30-07-1772,03-10-1772,Batavia,"","","{""Total""=>{""I""=>260, ""II""=>36, ""III""=>60, ""IV""=>"""", ""V""=>42, ""VI""=>""""}}"
4135.5,DUINENBURG,"Thomasz., Pieter",1100,"",1757,Zeeland,Zeeland,27-04-1772,Rammekens,23-08-1772,19-09-1772,26-11-1772,Batavia,"","","{""Total""=>{""I""=>339, ""II""=>83, ""III""=>123, ""IV""=>"""", ""V""=>86, ""VI""=>222}}"
4136.5,JONGE LIEVE,"Raatjes, Jan Frederik",1150,"",1759,Amsterdam,Amsterdam,12-05-1772,Texel,17-09-1772,27-10-1772,28-01-1773,Batavia,"","See the VROUWE KORNELIA HILLEGONDA (4116). The following data refer to the crew of the JONGE LIEVE as well as to the crew of the RIDDERKERK (4137): 355 seafarers, 174 soldiers, and 25 craftsmen departed from the Republic or embarked at the Cape; 266 seafarers, 120 soldiers, and 18 craftsmen arrived at Batavia.","{""Total""=>{""I""=>303, ""II""=>60, ""III""=>"""", ""IV""=>"""", ""V""=>62, ""VI""=>213}}"
4137.3,RIDDERKERK,"Wunder, Michiel Hendrik",850,"",1766,Rotterdam,Amsterdam,12-05-1772,Texel,18-09-1772,25-10-1772,27-01-1773,Batavia,"",See the VROUWE KORNELIA HILLEGONDA (4116) and the JONGE LIEVE (4136).,"{""Total""=>{""I""=>226, ""II""=>28, ""III""=>"""", ""IV""=>"""", ""V""=>30, ""VI""=>182}}"
4138.4,WESTERVELD,"Bruin, Andries",1100,"",1761,Amsterdam,Amsterdam,12-05-1772,Texel,04-09-1772,09-10-1772,22-01-1773,Batavia,"","","{""Seafarers""=>{""I""=>211, ""II""=>52, ""III""=>40, ""IV""=>"""", ""V""=>52, ""VI""=>117}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>65}}"
4139.2,JONGE HELLINGMAN,"Meyer, Jan Balthus",850,"",1767,Hoorn,Hoorn,19-05-1772,Texel,19-09-1772,25-10-1772,25-01-1773,Batavia,"","","{""Seafarers""=>{""I""=>272, ""II""=>59, ""III""=>50, ""IV""=>"""", ""V""=>61, ""VI""=>141}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>48}}"
4140.4,ZILVEREN LEEUW,"Hakker, Marten",880,"",1765,Delft,Rotterdam,19-05-1772,Goeree,11-09-1772,25-10-1772,22-01-1773,Batavia,"",According to data recorded at the Cape the ZILVEREN LEEUW departed from Goeree with a crew consisting of 244 persons.,"{""Seafarers""=>{""I""=>225, ""II""=>36, ""III""=>49, ""IV""=>"""", ""V""=>50, ""VI""=>138}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>53}}"
4141.6,VLISSINGEN,"Fik, J. de",880,"",1753,Zeeland,Zeeland,23-05-1772,Rammekens,02-11-1772,04-12-1772,09-03-1773,Batavia,"","The VLISSINGEN was laid up in the Indies, 01-01-1777. See the VROUWE KORNELIA HILLEGONDA (4116). The following data refer to the crew of the VLISSINGEN as well as to the crew of the RENSWOUDE (4142): 450 seafarers, 229 soldiers, and 37 craftsmen departed from the Republic or embarked at the Cape; 282 seafarers, 122 soldiers, and 23 craftsmen arrived at Batavia.","{""Total""=>{""I""=>266, ""II""=>41, ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4142.5,RENSWOUDE,"Kok, Stoffel",1150,"",1756,Amsterdam,Zeeland,05-07-1772,Rammekens,02-11-1772,21-12-1772,11-04-1773,Batavia,"","The RENSWOUDE was laid up in the Indies, 01-01-1780. See the VROUWE KORNELIA HILLEGONDA (4116) and the VLISSINGEN (4141).","{""Total""=>{""I""=>315, ""II""=>116, ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4143.2,OUWERKERK,"Ieperen, Josua de Wolf van",1150,"",1768,Zeeland,Zeeland,26-08-1772,Rammekens,26-01-1773,"",(26-01-1773),The Cape,"","The OUWERKERK was bound for the Cape. The crew consisted for the greater part of soldiers, placed at the disposal of the Dutch authorities at the Cape.","{""Total""=>{""I""=>515, ""II""=>190, ""III""=>12, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4144.1,BEEMSTER WELVAREN,"Schoning, Marten",850,"",1770,Enkhuizen,Enkhuizen,11-09-1772,Texel,18-02-1773,07-03-1773,07-06-1773,Batavia,"","The following data refer to the crew of the BEEMSTER WELVAREN as well as to the crews of the DUIVENBRUG (4154), the EUROPA (4155), and the ZEEDUIN (4166): 534 seafarers, 225 soldiers, 25 craftsmen, and 5 passengers arrived at Batavia. Data concerning both the aforesaid four ships and the ASCHAT (4147), the AZIË (4148), the OVERHOUT (4151), the VOORBERG (4153), the HOLLAND (4157), the HUIS TE BIJWEG (4159), the 'T LOO (4161), the OOSTKAPELLE (4162), and the VREEBURG (4163): 2695 seafarers, 1317 soldiers, 150 craftsmen, and 34 passengers departed from the Republic or embarked at the Cape. Data referring to all above-mentioned  thirteen ships as well as to the VROUWE ANTHOINETTA KOENRARDINA (4145), the JUNO (4146), and the FOREEST (4150): 19 seafarers, 13 soldiers, and 2 craftsmen died at Porto Prayo, S. Tiago; 25 men deserted; at the Cape 554 seafarers, 357 soldiers, 30 craftsmen, and  15 passengers disembarked; during the voyage 496 seafarers, 410 soldiers, 61 craftsmen, and 6 passengers died.","{""Total""=>{""I""=>235, ""II""=>17, ""III""=>16, ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
4145.3,VROUWE ANTHOINETTA KOENRARDINA,"Kaatman, Jan",880,"",1765,Delft,Delft,29-09-1772,Goeree,13-02-1773,07-03-1773,09-06-1773,Batavia,"","Specified  data  concerning  the  crew  of the  VROUWE ANTHOINETTA KOENRARDINA: 203 seafarers, 73 soldiers, 22 craftsmen, and 11 passengers departed from the Republic or embarked at the Cape. See also the BEEMSTER WELVAREN (4144).","{""Seafarers""=>{""I""=>259, ""II""=>44, ""III""=>24, ""IV""=>"""", ""V""=>"""", ""VI""=>147}, ""Soldiers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>33}, ""Craftsmen""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>8}, ""Passengers""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>6}}"
